video_id	title	channel_id	channel_name	published_at	duration	view_count	like_count	comment_count	thumbnail_url	download_status	source_url	path
EO8QVOcdQYY	Introduction, Satrajit Ghosh & Nima Dehghani	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	539	212	2	0	https://i.ytimg.com/vi/EO8QVOcdQYY/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=EO8QVOcdQYY	0011_2023-11-02_Introduction-Satrajit-Ghosh-Nima-Dehghani
EmFvGjZUogM	Day 1 Session 3 Panel Discussion	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1098	22	0	0	https://i.ytimg.com/vi/EmFvGjZUogM/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=EmFvGjZUogM	0012_2023-11-02_Day-1-Session-3-Panel-Discussion
F652nwcdYSE	Day2 Session5, Alessio Buccino, SpikeInterface & SpikeForest: Spike sorting in large-scale recording	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1277	99	2	0	https://i.ytimg.com/vi/F652nwcdYSE/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=F652nwcdYSE	0013_2023-11-02_Day2-Session5-Alessio-Buccino-SpikeInterface-SpikeForest-Spike-sorting-in-large-scale-recording
IrBiHa3HuQc	Day2 Session4, Kenneth Kosik, Genetic deficits impact on network development & electrical signaling	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1252	90	0	0	https://i.ytimg.com/vi/IrBiHa3HuQc/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=IrBiHa3HuQc	0014_2023-11-02_Day2-Session4-Kenneth-Kosik-Genetic-deficits-impact-on-network-development-electrical-signaling
LBjGJ_DJ91M	Day 1 Session 2 Satrajit Ghosh, DANDI: Distributed Archives for Neurophysiology Data Integration	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1319	85	1	0	https://i.ytimg.com/vi/LBjGJ_DJ91M/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=LBjGJ_DJ91M	0015_2023-11-02_Day-1-Session-2-Satrajit-Ghosh-DANDI-Distributed-Archives-for-Neurophysiology-Data-Integration
Nbw4IoRpWjM	Day 1 Session 3, Matteo Carandini,  IBL: Brain-Wide Map of Neuronal Activity during Behavior	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1517	384	11	0	https://i.ytimg.com/vi/Nbw4IoRpWjM/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=Nbw4IoRpWjM	0016_2023-11-02_Day-1-Session-3-Matteo-Carandini-IBL-Brain-Wide-Map-of-Neuronal-Activity-during-Behavior
TGaPM72WdDE	Day 1 Session 1. Alipasha Vaziri, Single cell resolution cortex-wide volumetric recording	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1535	140	2	0	https://i.ytimg.com/vi/TGaPM72WdDE/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=TGaPM72WdDE	0017_2023-11-02_Day-1-Session-1-Alipasha-Vaziri-Single-cell-resolution-cortex-wide-volumetric-recording
V27SJWkQ-28	Day2 Session6, Alex Williams, Quantifying animal-to-animal variability in large-scale recording	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1501	119	1	0	https://i.ytimg.com/vi/V27SJWkQ-28/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=V27SJWkQ-28	0018_2023-11-02_Day2-Session6-Alex-Williams-Quantifying-animal-to-animal-variability-in-large-scale-recording
X-zqIrWifpg	Day 2 Session 4 Panel Discussion	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	753	106	1	0	https://i.ytimg.com/vi/X-zqIrWifpg/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=X-zqIrWifpg	0019_2023-11-02_Day-2-Session-4-Panel-Discussion
ZSK5jHy3WzU	Day 1 Session2 , Jeremy Magland, Web-based visualization & analysis of neurophysiology data	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1029	69	3	0	https://i.ytimg.com/vi/ZSK5jHy3WzU/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=ZSK5jHy3WzU	0020_2023-11-02_Day-1-Session2-Jeremy-Magland-Web-based-visualization-analysis-of-neurophysiology-data
Zv5NOB-mkXg	Day1 Session3, Hideyuki Okano, Brain Mapping & Disease Modellings with Genetically Modified Marmoset	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1137	45	0	0	https://i.ytimg.com/vi/Zv5NOB-mkXg/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=Zv5NOB-mkXg	0021_2023-11-02_Day1-Session3-Hideyuki-Okano-Brain-Mapping-Disease-Modellings-with-Genetically-Modified-Marmoset
_PjQPShLV0w	Day2 Session 4, Maria Geffen, Mechanistic Models of Inhibitory & Excitatory Interactions in Circuits	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1300	66	0	0	https://i.ytimg.com/vi/_PjQPShLV0w/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=_PjQPShLV0w	0022_2023-11-02_Day2-Session-4-Maria-Geffen-Mechanistic-Models-of-Inhibitory-Excitatory-Interactions-in-Circuits
aClLX4x8CAs	Day 2, Student Spotlight, Nick Watters,  Neural mechanisms for occluded object motion prediction	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	909	182	1	0	https://i.ytimg.com/vi/aClLX4x8CAs/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=aClLX4x8CAs	0023_2023-11-02_Day-2-Student-Spotlight-Nick-Watters-Neural-mechanisms-for-occluded-object-motion-prediction
b97exHKmgho	Day 1, Session 3, Jerome Lecoq, Brain Observatory & OpenScope	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	900	38	0	0	https://i.ytimg.com/vi/b97exHKmgho/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=b97exHKmgho	0024_2023-11-02_Day-1-Session-3-Jerome-Lecoq-Brain-Observatory-OpenScope
c1uu7gknFdU	Day 2 Session 6, Shreya Saxena, Stimulation, control and large-scale multi-area recordings	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1382	184	4	0	https://i.ytimg.com/vi/c1uu7gknFdU/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=c1uu7gknFdU	0025_2023-11-02_Day-2-Session-6-Shreya-Saxena-Stimulation-control-and-large-scale-multi-area-recordings
dhMqgr6Qp1A	Keynote 2, Mackenzie Mathis, Linking Large scale neural data to behavior: algorithms & opportunities	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	2131	661	16	0	https://i.ytimg.com/vi/dhMqgr6Qp1A/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=dhMqgr6Qp1A	0026_2023-11-02_Keynote-2-Mackenzie-Mathis-Linking-Large-scale-neural-data-to-behavior-algorithms-opportunities
hBLuh4hs-To	Day 1 Session 1, Shadi Dayeh Recording the human brain activity (multi-thousand channel ecog grids)	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1447	290	5	0	https://i.ytimg.com/vi/hBLuh4hs-To/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=hBLuh4hs-To	0027_2023-11-02_Day-1-Session-1-Shadi-Dayeh-Recording-the-human-brain-activity-multi-thousand-channel-ecog-grids
he3geEDHDp4	Day 2 Session 6, Martin Schrimpf, Brain-Score Vision/Language	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1163	123	3	0	https://i.ytimg.com/vi/he3geEDHDp4/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=he3geEDHDp4	0028_2023-11-02_Day-2-Session-6-Martin-Schrimpf-Brain-Score-VisionLanguage
jI9grk7l9kk	Day 1 Session 1, Panel Discussion	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1475	104	0	0	https://i.ytimg.com/vi/jI9grk7l9kk/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=jI9grk7l9kk	0029_2023-11-02_Day-1-Session-1-Panel-Discussion
p8Vu6BTI9lU	Day2 Session 4, Andreas Tolias, A less artificial intelligence: exploring mechanisms through MICrONS	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1458	249	4	0	https://i.ytimg.com/vi/p8Vu6BTI9lU/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=p8Vu6BTI9lU	0030_2023-11-02_Day2-Session-4-Andreas-Tolias-A-less-artificial-intelligence-exploring-mechanisms-through-MICrONS
s4Gxb30CZik	Day 2 Session 5, Andrew Davison, Neural Ensemble & HBP knowledge graph	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1304	36	0	0	https://i.ytimg.com/vi/s4Gxb30CZik/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=s4Gxb30CZik	0031_2023-11-02_Day-2-Session-5-Andrew-Davison-Neural-Ensemble-HBP-knowledge-graph
sC8HUuVBZhM	Day 2 Session 5 Panel Discussion	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	749	35	0	0	https://i.ytimg.com/vi/sC8HUuVBZhM/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=sC8HUuVBZhM	0032_2023-11-02_Day-2-Session-5-Panel-Discussion
uvavLax2Txs	Day 1 Session 3, David Feng, Compute, data & standards in large-scale neuroscience	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1299	62	1	0	https://i.ytimg.com/vi/uvavLax2Txs/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=uvavLax2Txs	0033_2023-11-02_Day-1-Session-3-David-Feng-Compute-data-standards-in-large-scale-neuroscience
x15DSuXCmRM	Keynote 1, Andrea Beckel Mitchener, Brain Research Through Advancing Innovative Neurotechnologies	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1327	116	1	0	https://i.ytimg.com/vi/x15DSuXCmRM/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=x15DSuXCmRM	0034_2023-11-02_Keynote-1-Andrea-Beckel-Mitchener-Brain-Research-Through-Advancing-Innovative-Neurotechnologies
xDN5fFewOc4	Day2 Session5, Andrea Navas-Olive, ML tools for understanding complex hippocampal patterns	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1152	75	1	2	https://i.ytimg.com/vi/xDN5fFewOc4/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=xDN5fFewOc4	0035_2023-11-02_Day2-Session5-Andrea-Navas-Olive-ML-tools-for-understanding-complex-hippocampal-patterns
yEx4YbtlO9M	Day 1 Session 1, Adam Cohen, Voltage Imaging: all-optical electrophysiology of neuron excitability	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	1226	722	12	0	https://i.ytimg.com/vi/yEx4YbtlO9M/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=yEx4YbtlO9M	0036_2023-11-02_Day-1-Session-1-Adam-Cohen-Voltage-Imaging-all-optical-electrophysiology-of-neuron-excitability
z4iTFH1adLw	Day 1 Session 2, Panel Discussion	UCsLLBNhtcV-wL8cCZWveDCA	DANDI	2023-11-02T00:00:00	837	42	1	0	https://i.ytimg.com/vi/z4iTFH1adLw/maxresdefault.jpg	downloaded	https://www.youtube.com/watch?v=z4iTFH1adLw	0037_2023-11-02_Day-1-Session-2-Panel-Discussion
